Date,Stock Price,Interest Rate (%),Inflation Rate (%),GDP Growth Rate (%),Market Index
2020-01-30,20646.88,7.04,6.25,8.05,44779.14
2020-01-31,49774.71,3.88,6.22,7.33,31728.11
2020-02-01,25662.0,6.03,4.56,3.64,22940.96
2020-02-02,45482.69,4.68,5.95,3.79,19360.62
2020-02-03,40460.17,5.93,2.9,3.76,21124.18
2020-02-04,56811.51,4.58,4.87,8.07,13653.48
2020-02-05,32429.51,3.43,6.92,3.99,27678.66
2020-02-06,17977.43,4.11,3.45,6.27,13891.7
2020-02-07,15862.0,3.94,5.97,5.5,35709.65
2020-02-08,52208.64,5.14,4.45,6.85,24273.67
2020-02-09,38613.1,6.29,2.2,7.95,18579.04
2020-02-10,49885.98,4.32,5.82,7.79,29980.17
2020-02-11,25549.15,3.06,2.84,6.61,44134.06
2020-02-12,30528.77,5.59,5.16,6.25,34939.32
2020-02-13,16354.67,6.03,2.43,5.78,28227.65
2020-02-14,58267.15,7.81,6.73,9.03,37638.17
2020-02-15,45054.06,5.95,3.46,5.32,36336.72
2020-02-16,56994.23,5.36,3.13,4.82,41427.27
2020-02-17,26947.34,5.87,2.65,8.2,18754.08
2020-02-18,42515.86,7.64,6.73,5.52,40342.96
2020-02-19,45532.5,7.14,5.56,8.93,21933.86
2020-02-20,29289.74,4.61,5.71,5.3,43052.96
2020-02-21,53164.92,4.19,4.5,7.91,21275.15
2020-02-22,57622.27,4.31,4.37,3.32,42586.0
2020-02-23,54818.48,5.52,2.55,5.7,43805.09
2020-02-24,48258.01,6.72,4.8,5.4,16801.21
2020-02-25,27485.91,5.52,3.23,8.72,44158.5
2020-02-26,27672.72,3.34,6.89,9.77,14828.86
2020-02-27,58351.21,6.62,5.98,6.23,19212.74
2020-02-28,15462.8,7.03,4.06,8.77,26657.57
2020-02-29,47222.25,4.45,2.76,7.9,44788.71
2020-03-01,46781.08,6.32,5.93,9.77,28122.58
2020-03-02,43021.03,5.13,2.61,8.68,30163.51
2020-03-03,59554.9,7.45,2.95,3.54,34916.02
2020-03-04,29034.57,7.23,3.06,7.99,43953.69
2020-03-05,30298.73,5.63,4.78,6.75,37850.6
2020-03-06,18552.27,6.46,5.94,3.12,19397.08
2020-03-07,34925.92,7.42,3.57,4.76,21998.7
2020-03-08,26747.18,5.48,2.42,9.45,15221.73
2020-03-09,30452.4,4.57,4.32,9.48,33266.93
2020-03-10,52555.73,6.77,5.74,8.59,17964.43
2020-03-11,57096.8,4.1,3.11,9.87,20494.36
2020-03-12,23357.99,4.94,3.1,8.65,41307.75
2020-03-13,31762.9,7.33,6.74,3.07,22782.94
2020-03-14,56788.38,6.62,6.77,5.01,30699.34
2020-03-15,17781.38,5.02,6.95,3.21,25119.68
2020-03-16,19156.22,4.07,6.04,3.66,14443.03
2020-03-17,22325.59,4.78,2.94,4.53,23974.51
2020-03-18,41784.58,4.42,3.06,6.52,25466.25
2020-03-19,21771.25,3.88,3.7,8.93,41558.14
2020-03-20,58563.44,6.72,3.59,9.03,22706.87
2020-03-21,35102.15,4.26,6.78,7.31,24514.96
2020-03-22,37568.31,5.27,5.95,9.5,37835.59
2020-03-23,26099.64,4.93,5.62,6.5,37045.57
2020-03-24,36193.21,7.91,2.93,9.22,38343.41
2020-03-25,44786.11,4.96,6.55,6.18,43474.43
2020-03-26,48802.97,3.4,6.14,4.94,38253.4
2020-03-27,48924.06,3.45,2.82,9.41,25451.07
2020-03-28,41005.1,5.95,6.36,5.72,39109.78
2020-03-29,55696.19,6.0,3.36,6.52,28786.26
2020-03-30,51783.35,5.09,2.4,5.3,21164.56
2020-03-31,49067.17,5.16,5.28,7.64,21996.26
2020-04-01,17502.25,3.27,5.27,9.97,19386.8
2020-04-02,15309.51,5.58,2.47,3.18,16784.77
2020-04-03,24560.13,5.52,3.59,9.3,18088.18
2020-04-04,44858.56,3.75,6.96,3.03,14084.88
2020-04-05,33503.89,3.52,5.39,5.55,41318.88
2020-04-06,33108.28,3.62,5.65,4.18,42723.26
2020-04-07,54806.41,3.51,3.06,8.3,31363.42
2020-04-08,55300.33,6.05,2.39,3.35,39736.16
2020-04-09,55912.89,3.98,3.38,6.87,18057.85
2020-04-10,29124.51,4.26,3.24,5.06,41755.24
2020-04-11,46097.51,3.87,3.17,3.94,28709.93
2020-04-12,27223.49,7.79,2.96,8.4,14216.44
2020-04-13,23577.44,7.27,4.87,4.52,16663.32
2020-04-14,23308.46,4.15,3.64,4.57,22196.22
2020-04-15,30394.84,4.64,6.1,4.93,13437.4
2020-04-16,34348.09,4.05,2.92,7.11,22206.68
2020-04-17,52392.71,5.46,4.32,7.62,13977.7
2020-04-18,20395.1,3.1,2.07,3.12,19788.91
2020-04-19,48071.66,6.36,4.41,4.69,20767.1
2020-04-20,38915.47,5.62,2.28,6.02,44814.18
2020-04-21,27957.54,7.49,6.89,5.32,19773.04
2020-04-22,37176.88,3.82,5.95,9.19,19893.15
2020-04-23,28497.39,7.02,4.45,8.51,34664.04
2020-04-24,41823.69,6.96,2.43,7.38,40358.8
2020-04-25,34522.98,3.64,4.96,5.37,24772.83
2020-04-26,22398.25,4.99,5.79,7.9,40895.39
2020-04-27,20246.24,3.85,2.95,8.91,23224.69
2020-04-28,39601.31,4.27,4.84,7.16,18501.52
2020-04-29,55608.59,4.32,6.07,8.49,22878.08
2020-04-30,30478.1,5.78,5.84,8.24,32108.76
2020-05-01,47985.0,5.06,6.01,7.0,24115.72
2020-05-02,44639.76,7.74,6.4,5.19,34205.5
2020-05-03,56919.97,3.63,6.69,8.22,19818.88
2020-05-04,51944.15,7.87,4.03,4.45,35132.77
2020-05-05,40497.24,4.15,4.84,8.46,23465.47
2020-05-06,44566.37,6.86,5.95,8.63,27043.66
2020-05-07,55427.39,4.69,5.49,8.76,30405.59
2020-05-08,32978.35,3.72,6.98,6.31,34645.43
2020-05-09,29705.76,7.29,2.07,4.35,19877.55
2020-05-10,15486.5,4.54,3.78,3.7,39586.2
2020-05-11,52194.8,6.29,3.41,8.2,35820.81
2020-05-12,51044.13,5.83,3.31,9.2,19725.23
2020-05-13,19700.45,5.36,3.11,7.56,44174.16
2020-05-14,40958.58,5.48,5.55,4.01,33938.3
2020-05-15,35879.18,6.66,2.42,9.54,26930.09
2020-05-16,20341.91,3.44,5.71,9.92,17198.4
2020-05-17,59125.57,6.34,5.47,6.03,29596.29
2020-05-18,24661.31,7.48,3.25,7.16,17437.6
2020-05-19,18025.54,3.29,3.26,8.44,26173.23
2020-05-20,41768.13,3.7,5.14,8.15,25487.51
2020-05-21,48249.0,6.58,5.81,9.77,35758.01
2020-05-22,16459.96,5.19,6.38,3.8,18348.64
2020-05-23,44642.29,5.02,6.26,7.07,39121.75
2020-05-24,38953.13,3.68,6.82,7.84,22762.37
2020-05-25,19646.93,5.53,4.91,9.23,26651.62
2020-05-26,22763.57,3.63,6.54,9.12,37487.25
2020-05-27,40558.84,5.38,6.04,9.85,32637.95
2020-05-28,28336.09,6.82,6.47,6.58,22164.84
2020-05-29,57224.21,4.29,2.06,8.82,24744.7
2020-05-30,51843.31,5.4,6.83,5.99,22090.96
2020-05-31,59260.52,7.96,4.37,5.96,31627.42
2020-06-01,26685.19,6.43,5.99,4.77,22976.61
2020-06-02,58637.56,7.21,2.64,8.73,35948.02
2020-06-03,34405.52,5.07,3.98,9.9,31132.98
2020-06-04,30638.35,6.84,3.36,4.79,16808.32
2020-06-05,17265.73,3.2,3.46,3.39,22238.86
2020-06-06,17374.44,3.61,2.62,8.71,19307.77
2020-06-07,46140.51,4.02,6.03,7.34,24880.34
2020-06-08,35606.8,5.01,2.05,9.72,29027.47
2020-06-09,25193.47,7.23,3.56,4.77,28723.17
2020-06-10,42628.66,4.73,2.87,3.5,36899.28
2020-06-11,26378.62,6.27,4.95,6.45,18242.67
2020-06-12,40993.43,6.55,3.27,3.6,43233.6
2020-06-13,31164.39,5.93,3.29,4.83,23313.89
2020-06-14,52059.85,4.79,4.44,3.88,21908.21
2020-06-15,51931.33,5.89,5.26,4.57,34610.89
2020-06-16,36480.77,4.71,2.61,3.74,38582.05
2020-06-17,30786.86,3.42,2.88,9.68,24489.57
2020-06-18,31315.19,7.96,3.24,4.95,36645.95
2020-06-19,51257.15,3.64,6.87,6.11,41163.29
2020-06-20,29768.08,3.36,3.99,9.29,37304.52
2020-06-21,24407.67,7.39,4.99,7.74,13128.48
2020-06-22,18810.98,4.51,3.21,7.33,39303.17
2020-06-23,36001.19,6.25,4.45,7.94,37557.87
2020-06-24,36695.94,4.65,2.37,8.8,34086.58
2020-06-25,52840.89,4.96,2.17,9.14,37080.74
2020-06-26,24955.74,4.31,4.34,7.5,44321.04
2020-06-27,32144.61,4.72,3.99,9.23,26226.73
2020-06-28,51378.26,5.05,2.68,6.75,14218.37
2020-06-29,52063.06,6.6,5.44,4.94,27209.37
2020-06-30,32307.5,5.56,6.96,9.16,13532.31
2020-07-01,35660.58,7.72,3.98,6.79,21710.26
2020-07-02,28647.87,3.21,5.12,9.34,31367.03
2020-07-03,56964.97,5.52,6.81,3.28,22217.56
2020-07-04,20338.97,5.92,6.16,5.78,34618.04
2020-07-05,57018.72,7.6,4.32,9.63,39125.55
2020-07-06,45773.99,3.25,5.69,4.75,25874.49
2020-07-07,38920.75,5.87,2.64,9.59,41704.55
2020-07-08,16469.66,7.27,4.56,9.68,14634.68
2020-07-09,36401.83,4.21,3.4,9.17,39723.73
2020-07-10,33348.66,7.38,2.81,6.95,39342.91
2020-07-11,22254.85,3.1,4.13,7.53,22625.8
2020-07-12,44538.43,6.66,2.66,9.09,21857.6
2020-07-13,58701.79,7.67,5.49,8.43,22068.13
2020-07-14,40298.5,6.29,4.28,7.41,38775.99
2020-07-15,47163.9,5.2,4.66,9.88,39444.57
2020-07-16,18080.27,3.22,2.73,7.8,22880.84
2020-07-17,33795.01,7.6,2.7,9.83,31555.48
2020-07-18,20236.13,5.35,4.92,3.4,16584.8
2020-07-19,42575.81,3.14,6.93,3.97,27469.7
2020-07-20,57231.7,6.45,2.48,6.16,44960.16
2020-07-21,44780.0,5.41,3.43,5.69,17241.69
2020-07-22,18456.14,3.62,6.35,8.48,43269.57
2020-07-23,30959.98,4.07,2.36,4.12,39200.41
2020-07-24,39779.85,3.32,6.38,9.83,44083.08
2020-07-25,33144.35,5.87,4.62,5.21,17926.1
2020-07-26,52513.98,6.11,4.04,6.0,19046.11
2020-07-27,51660.2,5.53,3.55,4.92,12556.62
2020-07-28,42532.4,7.09,3.49,7.06,35915.16
2020-07-29,31805.61,7.31,3.53,3.41,33255.12
2020-07-30,26490.14,6.08,6.42,4.05,17876.16
2020-07-31,19764.34,3.06,5.62,8.22,38107.78
2020-08-01,30970.4,6.48,5.35,4.31,21873.45
2020-08-02,33592.76,5.09,5.99,4.65,16454.85
2020-08-03,45412.03,5.83,3.29,8.55,25944.57
2020-08-04,44617.19,6.25,5.09,3.65,15002.0
2020-08-05,18154.87,4.75,4.3,6.06,20687.04
2020-08-06,32786.67,7.59,5.91,3.16,24254.0
2020-08-07,23180.05,3.67,3.55,5.43,40111.52
2020-08-08,22056.57,6.36,5.22,7.89,38154.11
2020-08-09,52228.6,3.02,6.41,3.63,26610.89
2020-08-10,16886.18,7.62,4.01,9.22,35910.98
2020-08-11,33863.23,3.56,2.33,9.37,30765.44
2020-08-12,22569.16,3.47,4.58,3.73,23247.78
2020-08-13,54569.86,4.67,3.73,9.94,35953.85
2020-08-14,40066.82,4.87,5.36,5.08,34555.47
2020-08-15,25412.13,4.07,6.76,3.59,32430.12
2020-08-16,37609.23,5.93,4.43,3.04,32392.53
2020-08-17,47916.89,5.21,4.33,5.86,34538.41
2020-08-18,58115.31,3.17,5.27,7.41,24690.0
2020-08-19,24920.07,4.6,2.52,5.33,40679.5
2020-08-20,54878.18,7.05,3.27,8.86,17356.16
2020-08-21,57043.69,6.45,6.59,8.02,41168.22
2020-08-22,56238.92,6.62,5.35,5.45,23295.3
2020-08-23,43593.65,6.49,2.07,8.14,16126.04
2020-08-24,43341.93,4.55,3.02,9.58,31800.9
2020-08-25,33144.48,3.5,5.41,3.65,24407.56
2020-08-26,48857.9,4.36,5.82,5.14,38911.49
2020-08-27,38908.23,7.16,6.2,6.24,26215.92
2020-08-28,45484.71,7.9,3.46,6.49,34062.56
2020-08-29,34280.61,5.47,6.66,6.8,22172.51
2020-08-30,47917.34,3.05,4.76,5.1,18911.93
2020-08-31,52101.22,3.7,5.48,7.67,24805.62
2020-09-01,21589.63,4.61,4.98,7.52,32024.66
2020-09-02,52481.84,5.89,2.61,7.04,33679.24
2020-09-03,39313.34,3.38,6.82,3.8,31080.82
2020-09-04,53009.97,7.72,2.61,6.34,44605.84
2020-09-05,34408.58,4.83,3.27,5.49,34805.98
2020-09-06,32056.82,7.56,6.07,6.44,42740.15
2020-09-07,56177.73,6.9,5.09,9.45,15891.8
2020-09-08,26302.62,6.78,6.19,6.36,14025.31
2020-09-09,52989.55,6.03,4.58,3.1,22262.83
2020-09-10,36780.93,6.13,3.88,6.07,16507.43
2020-09-11,38134.29,6.19,6.61,8.74,29353.66
2020-09-12,28881.07,6.14,2.18,8.46,29126.38
2020-09-13,40786.9,5.77,6.28,6.59,30976.56
2020-09-14,29634.5,7.93,3.15,4.75,36592.52
2020-09-15,16767.12,6.66,6.24,6.26,44053.88
2020-09-16,27239.94,6.88,2.7,6.95,40982.54
2020-09-17,15287.06,7.36,4.9,10.0,15906.12
2020-09-18,59025.97,4.08,6.44,7.51,23170.95
2020-09-19,58458.62,3.42,4.37,7.86,20442.16
2020-09-20,32781.99,5.41,5.73,6.44,17834.97
2020-09-21,47776.69,5.57,6.02,5.48,29975.92
2020-09-22,30561.27,7.15,5.68,8.69,30257.73
2020-09-23,45199.19,5.22,6.63,6.46,19499.08
2020-09-24,51244.35,5.85,4.23,9.96,35492.61
2020-09-25,57604.03,5.64,2.87,6.2,36186.17
2020-09-26,33009.55,3.19,2.24,3.48,12692.34
2020-09-27,50248.41,6.08,3.23,7.78,25060.0
2020-09-28,26966.78,7.14,2.72,3.33,41374.64
2020-09-29,59564.95,3.79,4.79,4.75,29170.51
2020-09-30,16159.63,5.97,2.92,5.48,23471.72
2020-10-01,42158.8,5.97,2.19,8.18,20371.31
2020-10-02,44677.77,3.82,2.18,6.46,20030.7
2020-10-03,45962.05,3.62,6.16,3.2,15292.35
2020-10-04,20417.44,7.9,4.96,7.32,38968.47
2020-10-05,57233.84,4.97,3.79,5.88,14859.69
2020-10-06,23153.25,4.14,6.47,9.45,21645.73
2020-10-07,43023.9,3.86,2.35,6.5,13507.3
2020-10-08,25020.42,6.34,6.9,7.96,37785.76
2020-10-09,28824.74,6.05,5.08,4.53,13296.36
2020-10-10,39590.63,6.22,2.92,8.33,22173.94
2020-10-11,33773.7,3.44,5.4,8.05,30918.81
2020-10-12,22210.15,7.47,5.82,9.33,25515.52
2020-10-13,22692.14,4.95,4.15,3.24,21314.95
2020-10-14,33816.52,4.57,6.31,6.13,21081.24
2020-10-15,49077.73,5.31,2.75,7.75,38327.08
2020-10-16,55408.41,4.95,3.39,3.67,44141.28
2020-10-17,18785.74,7.32,2.47,5.87,23485.36
2020-10-18,32689.68,7.65,3.05,9.6,13291.8
2020-10-19,19511.05,4.52,3.19,6.05,13206.67
2020-10-20,15746.66,7.32,6.59,9.9,37054.04
2020-10-21,44777.34,6.91,2.39,3.4,30228.2
2020-10-22,42110.22,7.65,4.14,8.02,37858.56
2020-10-23,22335.86,4.23,4.66,7.07,35017.4
2020-10-24,25521.58,5.88,6.49,6.5,41947.71
2020-10-25,16066.85,4.37,6.99,9.8,41232.2
2020-10-26,52572.62,7.12,5.77,3.91,38014.8
2020-10-27,58861.08,3.03,6.85,9.27,27681.24
2020-10-28,21095.68,5.82,5.94,7.84,22168.17
2020-10-29,25416.38,4.7,6.82,4.81,28731.88
2020-10-30,54078.43,4.61,5.54,9.31,28568.36
2020-10-31,56690.87,6.22,2.4,6.01,32139.09
2020-11-01,33883.23,7.26,4.01,8.7,18141.22
2020-11-02,17278.01,6.05,5.23,5.72,33635.46
2020-11-03,16772.63,7.27,3.75,8.96,27067.83
2020-11-04,40827.74,4.32,3.37,7.46,32466.76
2020-11-05,32680.28,5.6,4.89,3.99,19906.96
2020-11-06,16289.36,5.25,6.67,7.55,26335.03
2020-11-07,41246.36,3.06,2.17,4.34,18936.64
2020-11-08,15508.61,5.78,5.85,5.88,40885.07
2020-11-09,50431.74,6.31,5.61,4.19,28102.71
2020-11-10,28789.48,5.96,6.82,3.15,19424.39
2020-11-11,16811.61,6.68,6.65,4.48,13359.89
2020-11-12,41475.85,5.86,5.81,6.75,34299.38
2020-11-13,32895.8,3.33,4.6,6.37,19083.28
2020-11-14,58821.02,3.58,3.02,6.51,44656.21
2020-11-15,39488.94,5.98,4.73,4.73,29612.11
2020-11-16,27385.76,4.37,5.83,7.8,21536.24
2020-11-17,46924.75,3.4,6.48,7.93,33703.36
2020-11-18,27217.14,5.15,5.95,5.51,21082.26
2020-11-19,55690.95,5.77,2.98,9.17,39069.05
2020-11-20,31862.49,4.64,5.0,7.51,22171.79
2020-11-21,39744.09,6.6,3.66,7.99,44612.18
2020-11-22,17275.79,6.22,2.05,4.94,31969.78
2020-11-23,34175.46,4.66,3.0,3.0,39865.57
2020-11-24,52456.36,6.77,2.57,9.06,14402.91
2020-11-25,51254.2,6.24,6.21,8.76,23493.88
2020-11-26,25094.34,6.19,3.29,3.86,36337.07
2020-11-27,25173.56,5.77,3.42,5.62,33616.95
2020-11-28,51778.74,3.06,6.8,7.63,18410.02
2020-11-29,56867.93,6.48,3.9,7.56,23754.7
2020-11-30,19291.24,4.88,2.05,9.02,20693.63
2020-12-01,35252.64,7.71,3.42,3.98,32241.22
2020-12-02,30185.44,7.09,2.6,6.01,23370.75
2020-12-03,54180.98,5.94,2.51,3.68,22198.79
2020-12-04,18758.62,4.26,2.39,5.73,18843.47
2020-12-05,24500.67,4.02,4.97,3.11,25497.89
2020-12-06,48861.08,4.7,2.95,9.29,18451.59
2020-12-07,17308.22,5.38,3.81,6.69,43764.8
2020-12-08,37164.09,4.48,6.31,8.95,17098.56
2020-12-09,34894.82,5.57,4.12,3.42,42139.06
2020-12-10,30048.05,3.83,6.58,4.59,26139.61
2020-12-11,32755.75,7.89,4.49,4.82,24469.58
2020-12-12,38847.33,3.54,3.99,5.71,19633.55
2020-12-13,22261.53,7.66,5.75,8.62,32979.96
2020-12-14,40739.81,7.57,2.37,5.71,34622.42
2020-12-15,51244.45,5.63,2.45,4.43,27429.84
2020-12-16,49207.24,6.62,5.26,3.45,13838.33
2020-12-17,21925.5,5.18,4.43,3.56,42310.83
2020-12-18,21716.23,6.15,5.95,8.32,44350.86
2020-12-19,27067.85,4.7,6.58,6.11,26224.43
2020-12-20,31248.36,4.51,3.94,8.08,32250.81
2020-12-21,33380.5,5.89,4.98,7.78,26859.85
2020-12-22,45586.37,5.49,4.5,3.95,22622.03
2020-12-23,17550.62,5.9,6.91,4.0,14551.52
2020-12-24,16560.27,4.43,6.16,8.29,27050.24
2020-12-25,32635.98,4.83,6.56,8.05,39006.69
2020-12-26,46372.37,3.42,3.27,5.65,12562.04
2020-12-27,23704.59,3.26,5.86,3.54,31209.55
2020-12-28,43867.7,4.27,3.33,3.08,41065.48
2020-12-29,26692.27,3.37,3.04,5.02,19179.13
2020-12-30,54873.87,3.52,6.72,3.06,18047.44
2020-12-31,55306.05,7.06,2.1,4.61,37485.13
2021-01-01,28377.92,3.19,6.83,5.94,20417.85
2021-01-02,25349.72,6.29,2.75,3.85,18335.48
2021-01-03,33508.68,4.36,6.1,3.73,24473.65
2021-01-04,25823.92,7.36,3.38,9.28,24952.57
2021-01-05,45257.27,5.42,3.75,7.1,40845.34
2021-01-06,52172.91,4.53,3.08,9.54,32408.63
2021-01-07,45289.15,5.59,4.93,5.42,25396.73
2021-01-08,52095.77,4.91,3.74,7.74,29634.8
2021-01-09,32864.65,5.82,5.29,4.43,43480.85
2021-01-10,22034.26,3.57,2.08,7.33,15736.08
2021-01-11,48207.79,7.98,2.32,3.91,18854.61
2021-01-12,31221.35,5.13,2.5,3.01,43763.45
2021-01-13,45207.19,4.74,4.09,9.52,43591.72
2021-01-14,27178.98,6.55,6.07,6.88,17846.46
2021-01-15,18655.33,4.82,6.44,9.49,16788.59
2021-01-16,59666.18,7.17,3.22,5.34,25895.81
2021-01-17,22029.07,5.27,4.87,5.29,13640.7
2021-01-18,59478.94,6.6,5.84,5.8,33611.82
2021-01-19,58977.6,3.54,3.44,7.94,14557.37
2021-01-20,50721.81,7.23,4.05,6.96,13914.98
2021-01-21,44674.03,6.68,4.62,9.48,28011.17
2021-01-22,41001.32,4.06,2.67,3.18,43606.96
2021-01-23,53974.57,3.73,2.13,7.96,26084.27
2021-01-24,28024.78,4.58,2.76,5.31,23763.88
2021-01-25,36045.65,7.88,5.13,4.26,44932.57
2021-01-26,42872.55,4.28,2.37,6.57,29554.98
2021-01-27,33503.57,5.28,2.95,6.54,24382.97
2021-01-28,34236.89,3.15,3.69,3.96,24733.41
2021-01-29,29862.81,4.99,2.39,4.41,18433.66
2021-01-30,40390.43,5.86,2.96,5.86,28903.36
2021-01-31,53275.85,7.77,6.56,5.86,26482.22
2021-02-01,24068.78,5.58,2.1,5.22,20936.24
2021-02-02,57049.49,7.1,5.27,4.04,17297.82
2021-02-03,46008.94,5.74,3.92,3.03,22270.88
2021-02-04,52047.29,3.2,5.36,9.79,28786.55
2021-02-05,40028.58,4.58,4.94,9.6,13925.0
2021-02-06,50078.25,5.88,3.12,6.39,17073.55
2021-02-07,15729.02,7.75,6.24,9.97,43272.69
2021-02-08,51827.12,7.3,4.46,7.72,29914.23
2021-02-09,16806.25,4.14,6.11,3.48,14093.83
2021-02-10,55046.1,4.1,4.03,3.82,34871.9
2021-02-11,59638.32,4.01,6.92,9.41,14039.49
2021-02-12,28233.04,7.61,5.85,7.41,36382.85
2021-02-13,24464.34,7.26,6.83,8.9,36748.77
2021-02-14,49441.35,6.87,4.57,9.29,33485.61
2021-02-15,26386.19,4.96,4.37,6.14,36162.75
2021-02-16,53950.31,5.52,5.78,3.34,14902.87
2021-02-17,19627.92,5.32,6.4,4.32,35983.76
2021-02-18,20667.98,4.27,6.82,3.47,16510.71
2021-02-19,59061.82,5.53,3.62,4.32,23203.69
2021-02-20,45322.75,3.15,5.99,5.87,43110.59
2021-02-21,53109.93,3.66,3.05,3.83,28594.89
2021-02-22,29594.82,7.43,4.73,4.17,43925.07
2021-02-23,45441.77,6.76,2.9,6.12,14934.44
2021-02-24,41740.88,5.11,3.74,5.38,27759.37
2021-02-25,42141.76,5.59,6.66,6.27,14059.28
2021-02-26,45713.96,4.85,2.73,6.0,32796.94
2021-02-27,40891.16,6.7,5.16,7.51,14597.33
2021-02-28,34307.81,6.92,4.96,9.56,17787.14
2021-03-01,27416.52,6.82,2.6,3.76,20541.4
2021-03-02,49586.16,6.61,3.63,3.69,36708.55
2021-03-03,25182.26,4.02,4.81,8.97,17410.75
2021-03-04,46155.94,4.69,2.94,6.54,39938.86
2021-03-05,25499.98,5.35,6.0,8.36,16352.83
2021-03-06,43139.86,4.65,6.86,4.51,13163.07
2021-03-07,48618.52,6.77,3.07,8.8,25036.5
2021-03-08,24842.13,4.65,2.93,9.47,44321.57
2021-03-09,17697.45,3.69,4.27,7.45,15641.29
2021-03-10,20893.82,5.0,5.74,3.74,15356.71
2021-03-11,42269.86,7.9,3.41,9.27,36788.49
2021-03-12,53225.09,4.13,2.1,8.55,22301.34
2021-03-13,17024.86,6.06,4.71,8.26,35670.29
2021-03-14,48036.81,5.16,6.78,3.26,18600.35
2021-03-15,30359.34,3.36,3.96,8.59,27182.38
2021-03-16,36533.78,5.44,4.1,3.97,20754.57
2021-03-17,56798.68,6.51,6.84,4.56,26900.43
2021-03-18,29938.72,5.57,5.47,7.04,37380.2
2021-03-19,35940.16,7.36,5.6,4.85,37146.33
2021-03-20,15615.71,4.44,4.81,7.63,29020.49
2021-03-21,18671.94,3.43,6.87,7.26,42636.27
2021-03-22,26636.62,7.68,5.44,3.76,20704.88
2021-03-23,16253.35,4.89,6.48,7.59,19930.27
2021-03-24,43411.89,5.88,5.5,9.47,32255.61
2021-03-25,34187.93,6.96,5.68,4.13,32502.8
2021-03-26,39666.53,4.62,3.45,7.18,13535.82
2021-03-27,22859.12,6.58,3.52,5.39,32056.66
2021-03-28,28316.94,3.68,5.91,6.22,24356.39
2021-03-29,44872.1,4.46,3.48,5.01,36665.6
2021-03-30,58438.62,3.72,4.81,5.48,38667.49
2021-03-31,17268.75,7.06,3.25,3.2,30221.08
2021-04-01,55067.29,4.11,6.08,9.87,12056.27
2021-04-02,40959.65,6.59,2.55,7.37,33000.07
2021-04-03,40376.38,7.72,6.15,6.5,36713.08
2021-04-04,37512.53,5.64,5.01,5.69,20216.45
2021-04-05,18122.73,5.7,2.93,6.78,27333.32
2021-04-06,19044.46,5.31,4.71,5.66,43868.98
2021-04-07,42041.04,4.63,3.41,5.52,21837.81
2021-04-08,30343.14,5.38,3.62,6.25,19364.06
2021-04-09,56277.06,6.01,3.76,4.93,18958.21
2021-04-10,33296.57,7.93,2.32,4.26,30440.43
2021-04-11,21447.67,7.69,6.93,6.9,43342.97
2021-04-12,47162.35,7.31,2.16,8.9,32086.77
2021-04-13,28200.9,7.45,5.31,4.07,22009.66
2021-04-14,38646.16,5.34,3.86,3.23,33072.8
2021-04-15,46402.48,6.29,5.23,4.73,32619.8
2021-04-16,55511.89,7.48,3.78,9.86,31698.53
2021-04-17,50648.6,4.96,5.37,8.8,17261.06
2021-04-18,45436.25,7.81,5.65,7.17,32940.7
2021-04-19,45583.49,5.08,5.45,9.5,26195.43
2021-04-20,57566.61,6.01,2.57,6.12,12613.54
2021-04-21,28312.08,6.55,5.28,9.88,29812.23
2021-04-22,15050.04,7.75,3.4,5.07,44645.8
2021-04-23,27237.96,4.22,2.14,4.68,23541.41
2021-04-24,24805.11,6.73,4.07,7.47,43863.45
2021-04-25,44782.56,5.6,4.17,5.65,15174.79
2021-04-26,43517.02,4.34,4.34,7.38,36170.85
2021-04-27,41705.76,6.88,5.52,5.13,15772.89
2021-04-28,15730.95,5.76,3.54,7.33,21027.86
2021-04-29,47795.01,6.3,3.58,4.93,30837.75
2021-04-30,29558.87,4.61,2.3,3.36,31561.73
2021-05-01,44927.52,5.41,5.43,9.38,37581.97
2021-05-02,40046.03,6.09,4.84,9.18,32305.28
2021-05-03,30422.89,5.02,3.75,9.8,31589.29
2021-05-04,21055.93,3.99,5.53,8.02,42107.65
2021-05-05,19248.85,7.81,4.69,7.78,26921.3
2021-05-06,52418.32,5.56,4.35,6.91,19433.77
2021-05-07,56327.89,6.67,4.56,3.88,17339.02
2021-05-08,44240.46,5.06,5.18,4.32,25199.82
2021-05-09,19654.54,4.78,5.3,5.03,35520.84
2021-05-10,33091.22,5.04,3.44,9.23,13403.94
2021-05-11,47802.26,5.05,2.7,4.21,16258.76
2021-05-12,50091.94,5.72,2.78,9.46,15501.74
2021-05-13,20319.84,5.72,5.2,6.66,31313.26
2021-05-14,15001.38,5.49,6.36,8.01,20014.53
2021-05-15,47046.17,3.67,4.05,3.77,17486.56
2021-05-16,31046.83,5.48,2.85,4.88,31561.43
2021-05-17,26451.66,3.85,5.78,9.71,37123.23
2021-05-18,15580.39,3.63,6.16,4.86,22961.11
2021-05-19,39313.47,7.66,6.4,5.08,31080.75
2021-05-20,53301.78,6.02,5.03,4.38,15238.11
2021-05-21,58093.42,6.3,6.3,3.9,42861.3
2021-05-22,40458.52,5.01,2.08,4.63,23117.57
2021-05-23,38150.76,7.54,2.54,7.5,44917.69
2021-05-24,18827.54,6.19,2.46,6.19,44293.4
